Genre,NA_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Action,0.44,71,9,6,8,E
Action,0.44,62,19,8.9,39,E
Sports,0.44,90,31,8.5,19,E
Sports,0.44,86,21,8.5,11,E
Action,0.44,77,29,7.3,29,M
Sports,0.44,78,19,8.3,13,E
Action,0.44,84,52,8.5,72,M
Sports,0.44,85,19,8.2,11,E
Fighting,0.44,74,23,8.1,21,T
Fighting,0.44,81,50,7.8,46,T
Platform,0.44,57,16,5.6,7,E
Sports,0.44,81,65,7.6,38,T
Sports,0.44,80,44,7.9,21,E
Sports,0.43,84,50,5.5,201,E
Platform,0.43,54,83,6.5,1074,E10+
Action,0.43,85,49,6.4,241,M
Action,0.43,80,54,6.7,178,M
Racing,0.43,82,63,8,318,T
Role-Playing,0.43,85,50,8.5,332,T
Action,0.43,63,38,7.2,69,M
Action,0.43,65,42,6.6,47,T
Action,0.43,70,10,8.1,49,T
Adventure,0.43,72,42,8.1,61,E
Platform,0.43,83,31,5.3,33,E10+
Role-Playing,0.43,85,31,8.5,575,M
Role-Playing,0.43,92,59,8.9,950,T
Action,0.43,84,23,8.3,13,E
Sports,0.43,86,25,8.1,18,E
Role-Playing,0.43,75,33,7.6,197,T
Action,0.43,48,10,6.4,5,T
Fighting,0.43,74,31,8.5,39,T
Racing,0.43,78,13,8.5,24,E
Simulation,0.43,65,15,7,22,E
Simulation,0.43,81,30,9,15,T
Shooter,0.43,83,51,7.4,27,T
Action,0.43,79,53,8.5,125,T
Action,0.43,84,8,8.7,11,E
Sports,0.43,86,9,7.7,9,E
Action,0.43,90,44,8.9,236,T
Misc,0.43,91,34,8,95,T
Shooter,0.43,71,30,7.5,13,T
Racing,0.43,80,18,9.1,22,T
Fighting,0.43,68,26,7.3,25,T
Action,0.43,62,16,6.7,12,E
Misc,0.43,57,37,5.3,54,E10+
Misc,0.43,73,41,8.1,21,T
Action,0.42,68,66,5.1,1147,M
Misc,0.42,64,28,7.8,13,E10+
Fighting,0.42,76,34,8.3,130,T
Racing,0.42,91,90,7.4,594,E
Shooter,0.42,89,38,8.2,2482,M
Action,0.42,61,4,5.2,11,E10+
Misc,0.42,86,53,7.8,49,T
Strategy,0.42,85,38,9.1,132,E
Racing,0.42,83,43,7.8,30,E
Action,0.42,73,69,6.9,159,E
Fighting,0.42,74,14,8.4,11,T
Racing,0.42,86,31,8.2,48,E
Fighting,0.42,84,51,5.3,191,T
Action,0.42,74,27,8.8,158,M
Fighting,0.42,60,27,7.5,63,T
Role-Playing,0.42,75,59,7.8,320,M
Sports,0.42,81,38,7.7,9,E
Shooter,0.42,69,42,7.5,31,T
Shooter,0.42,60,20,7.1,31,T
Simulation,0.42,43,18,3.3,25,T
Action,0.42,83,70,7.8,237,M
Fighting,0.42,85,51,7.8,192,M
Shooter,0.42,91,48,9.3,316,T
Fighting,0.42,88,48,8.8,27,T
Racing,0.42,74,36,5.2,13,T
Sports,0.42,88,20,6.9,10,E
Simulation,0.42,82,24,8.8,10,E
Sports,0.42,87,20,8.6,18,E
Sports,0.42,76,11,4.6,51,E10+
Racing,0.42,55,41,7.2,25,E
Racing,0.42,86,33,7.6,12,T
Racing,0.42,89,61,8.1,140,E10+
Shooter,0.42,61,12,5,8,E10+
Action,0.42,73,8,5.9,10,E
Platform,0.42,53,39,5.3,29,T
Sports,0.42,59,32,4.9,60,E
Puzzle,0.42,79,15,6.7,6,T
Misc,0.42,78,13,8,4,E
Role-Playing,0.41,78,38,8.3,444,M
Shooter,0.41,78,26,2.5,5664,M
Sports,0.41,73,47,7.4,237,T
Platform,0.41,43,17,4.1,176,E10+
Sports,0.41,88,22,5.8,328,E
Fighting,0.41,79,60,8.2,201,T
Shooter,0.41,65,57,7.3,168,M
Action,0.41,86,73,8.4,255,M
Shooter,0.41,79,18,6.9,156,M
Action,0.41,74,21,8.2,62,E
Platform,0.41,73,28,7.6,34,E
Misc,0.41,68,43,8.1,40,E
Racing,0.41,62,15,5.3,20,T
Sports,0.41,86,14,8.1,10,E
Action,0.41,95,10,7.3,900,M
Fighting,0.41,72,9,6,9,T
Action,0.41,72,6,5.2,25,E10+
Misc,0.41,76,45,5.7,9,E10+
Action,0.41,67,53,7.2,50,M
Role-Playing,0.41,50,44,5.5,182,M
Misc,0.41,70,15,6.8,6,E10+
Racing,0.41,89,50,8.5,161,T
Sports,0.41,78,24,8.8,5,T
Sports,0.41,85,13,8.8,4,E
Action,0.41,60,25,7,12,E
Sports,0.41,68,11,7.6,14,T
Role-Playing,0.41,81,36,8.5,11,T
Action,0.41,82,13,8.7,23,T
Action,0.41,64,42,7.8,19,T
Action,0.41,61,46,5,6,E
Action,0.41,69,42,7.9,42,T
Misc,0.41,82,16,8.8,36,E10+
Simulation,0.41,65,15,7.3,4,T
Role-Playing,0.41,66,57,7.5,156,M
Platform,0.41,79,21,6.5,17,E10+
Misc,0.41,68,7,7,4,E
Misc,0.41,53,8,6.8,5,E
Role-Playing,0.4,91,69,8.1,1107,T
Action,0.4,76,8,7.6,11,E10+
Role-Playing,0.4,89,23,5.5,5926,M
Simulation,0.4,71,64,7.4,88,E
Misc,0.4,85,20,8.6,17,T
Fighting,0.4,77,80,3.4,1221,T
Action,0.4,82,52,4.3,1197,M
Shooter,0.4,77,59,7.6,91,M
Shooter,0.4,70,34,8.2,17,M
Fighting,0.4,86,59,7.4,105,M
Platform,0.4,55,15,4.8,4,E
Fighting,0.4,72,12,8.4,18,T
Simulation,0.4,70,22,3.6,81,T
Sports,0.4,77,40,7.7,15,T
Sports,0.4,80,50,6.1,25,E
Racing,0.4,80,21,8.3,29,E
Sports,0.4,88,38,7.1,54,E10+
Action,0.4,77,13,8.2,11,T
Simulation,0.4,81,26,8.9,12,T
Misc,0.4,71,50,7.2,31,E10+
Misc,0.4,47,5,7,4,E
Fighting,0.4,68,33,6.6,15,T
Platform,0.4,72,31,8.4,5,E
Shooter,0.4,74,61,8.5,26,M
Platform,0.4,74,14,8.5,8,E
Role-Playing,0.4,67,50,6.6,140,M
Sports,0.4,81,30,5.9,92,E10+
Sports,0.4,78,30,7.7,14,M
Sports,0.4,94,19,7.7,17,E
Action,0.4,56,18,6.1,9,E10+
Sports,0.4,69,27,6.8,24,E
Sports,0.4,80,40,7.7,37,E
Platform,0.4,60,4,6,8,E
Sports,0.4,88,13,8.8,19,E
Action,0.39,57,53,7.6,47,M
Shooter,0.39,81,52,6,3517,M
Fighting,0.39,69,4,6.3,4,T
Sports,0.39,68,36,5.8,21,E
Action,0.39,96,57,7.9,3756,M
Fighting,0.39,83,13,7.9,16,T
Sports,0.39,62,44,5.1,164,T
Racing,0.39,86,19,8.5,22,E
Action,0.39,77,18,4.8,42,E10+
Shooter,0.39,80,39,8.3,43,M
Shooter,0.39,76,65,7.4,438,E10+
Sports,0.39,80,51,6.9,20,E
Role-Playing,0.39,67,34,7.7,47,E10+
Fighting,0.39,77,56,6.2,124,T
Racing,0.39,87,32,8.3,19,E
Shooter,0.39,80,49,8.2,29,T
Platform,0.39,71,36,8,41,E
Action,0.39,84,58,8.4,208,M
Platform,0.39,79,28,9.2,19,E
Shooter,0.39,68,25,6.7,9,M
Fighting,0.39,55,24,5.8,52,T
Racing,0.39,72,57,8.4,83,E
Misc,0.39,79,26,6.9,22,E
Sports,0.39,90,14,8.2,15,E
Adventure,0.39,60,10,6.5,4,E10+
Misc,0.39,46,15,8.2,20,E10+
Action,0.39,69,16,5.8,22,E10+
Action,0.39,53,17,7.2,17,T
Misc,0.39,53,10,5.2,6,E
Action,0.39,56,23,6.5,13,E10+
Racing,0.39,70,12,8.1,9,E
Sports,0.39,80,18,7.6,13,E
Sports,0.38,82,8,6.9,20,E
Action,0.38,87,54,8.2,147,M
Fighting,0.38,93,12,8.5,46,T
Fighting,0.38,59,13,5.9,18,T
Role-Playing,0.38,87,41,9.1,174,T
Shooter,0.38,70,21,6.9,92,M
Action,0.38,71,30,7.5,49,T
Shooter,0.38,82,49,7.8,345,M
Action,0.38,80,47,7.9,468,M
Racing,0.38,83,59,7.4,94,E
Role-Playing,0.38,65,80,7,458,T
Platform,0.38,87,55,8.2,209,E10+
Platform,0.38,84,33,8.7,16,T
Sports,0.38,81,15,8.4,17,E
Shooter,0.38,63,25,8,41,T
Role-Playing,0.38,80,47,6.9,106,E10+
Action,0.38,54,45,7.1,57,T
Misc,0.38,75,6,6.6,26,E10+
Sports,0.38,82,65,6.4,186,E
Action,0.38,86,4,7.1,18,E10+
Sports,0.38,40,30,4.4,9,T
Simulation,0.38,73,9,6.4,20,E
Action,0.38,70,17,6.7,44,E10+
Sports,0.38,50,5,4,65,T
Action,0.38,62,7,4.6,20,E
Action,0.38,80,76,8.4,178,M
Action,0.38,93,52,8.3,115,T
Sports,0.38,44,29,2.1,31,E10+
Adventure,0.38,68,31,5.1,15,E
Platform,0.38,89,7,6,96,E10+
Sports,0.38,88,35,7.9,40,E10+
Shooter,0.38,60,27,7.2,249,M
Shooter,0.38,76,56,7.3,56,E10+
Shooter,0.38,79,55,7.8,29,M
Sports,0.38,82,30,8.9,17,T
Fighting,0.38,64,25,6.9,20,T
Sports,0.38,80,18,6,81,E10+
Misc,0.38,79,27,6.4,54,T
Action,0.38,69,34,7.2,28,E10+
Shooter,0.38,71,20,7.9,23,M
Fighting,0.38,49,13,5.4,29,T
Shooter,0.38,82,30,7.6,30,M
Sports,0.38,66,22,6.9,15,E
Strategy,0.38,70,14,2.8,40,E10+
Platform,0.38,45,12,5.8,8,E
Role-Playing,0.37,72,38,8.7,83,T
Action,0.37,85,53,8.6,73,M
Misc,0.37,71,7,6.8,5,E
Action,0.37,83,88,7.8,621,M
Action,0.37,82,16,8.3,85,E10+
Simulation,0.37,75,26,8.3,30,T
Action,0.37,73,43,7.1,75,E10+
Role-Playing,0.37,81,34,7.6,376,M
Sports,0.37,78,40,6.7,17,E
Racing,0.37,76,12,5.4,107,E10+
Fighting,0.37,57,26,7.2,58,T
Platform,0.37,66,5,6.7,49,E10+
Shooter,0.37,65,47,6.9,30,M
Action,0.37,69,30,6.5,6,E
Adventure,0.37,73,8,7.5,39,E
Role-Playing,0.37,58,10,8.3,12,T
Shooter,0.37,74,31,5.1,336,M
Action,0.37,55,58,7,110,T
Simulation,0.37,72,6,9.2,25,E
Shooter,0.37,90,35,8.6,115,M
Shooter,0.37,87,31,8,261,M
Action,0.37,66,31,5.3,13,E10+
Racing,0.37,63,43,7.2,24,E
Sports,0.37,90,20,8,6,E
Action,0.37,69,11,8.1,12,E
Platform,0.37,62,4,8.8,8,E
Sports,0.37,82,35,8.1,8,E
Action,0.37,76,41,8.4,46,M
Action,0.37,48,26,6.8,13,E
Sports,0.37,70,19,5.2,27,E
Strategy,0.37,80,26,7.7,21,E10+
Shooter,0.37,80,42,8.5,65,T
Racing,0.37,63,8,4.8,4,E
Role-Playing,0.37,57,18,7.2,9,E10+
Racing,0.36,71,85,6.1,1571,E
Sports,0.36,38,21,5,26,T
Racing,0.36,88,58,8.2,65,E
Role-Playing,0.36,93,61,9.2,1228,M
Action,0.36,77,21,6.3,18,E10+
Shooter,0.36,76,46,4.3,894,M
Platform,0.36,71,33,7.9,43,M
Action,0.36,87,29,8.6,53,M
Action,0.36,73,42,7.1,34,E10+
Shooter,0.36,77,47,7.8,112,M
Role-Playing,0.36,84,87,8.9,1548,T
Sports,0.36,55,5,3.1,57,T
Shooter,0.36,48,47,3.8,449,M
Racing,0.36,56,57,4.7,69,M
Racing,0.36,79,25,7.7,33,E
Action,0.36,79,39,6.8,179,M
Role-Playing,0.36,79,50,6.3,268,T
Sports,0.36,64,17,8.7,13,E
Action,0.36,55,32,7,28,T
Platform,0.36,86,48,8.2,87,E
Sports,0.36,78,28,5.5,157,E10+
Strategy,0.36,90,35,8.3,366,M
Sports,0.36,73,42,7.8,47,M
Misc,0.36,33,6,3.7,9,E
Sports,0.36,86,33,7.5,52,E10+
Fighting,0.36,87,50,8.4,112,T
Role-Playing,0.36,77,66,8,96,E10+
Action,0.36,47,8,5.6,15,T
Role-Playing,0.36,70,26,7.7,14,E10+
Action,0.36,53,55,6.4,229,T
Fighting,0.36,56,29,7.5,33,T
Fighting,0.36,73,26,7,21,T
Role-Playing,0.36,63,31,7.1,24,T
Platform,0.36,84,17,8.4,16,E
Racing,0.36,69,20,7.5,21,T
Sports,0.36,78,44,6.5,11,E
Misc,0.36,69,28,8.4,19,E
Simulation,0.36,67,17,6.8,13,E
Sports,0.36,89,44,8.2,31,E
Sports,0.36,73,36,6.6,17,T
Fighting,0.36,75,24,8.7,33,T
Shooter,0.36,82,63,8.1,196,M
Action,0.36,68,36,8.4,17,T
Sports,0.36,71,38,7.8,5,E
Simulation,0.36,66,58,7.9,53,T
Action,0.36,81,72,8.2,146,M
Shooter,0.36,70,58,7.9,63,M
Fighting,0.36,61,4,2.8,4,E10+
Action,0.36,68,57,8.6,87,T
Action,0.36,51,23,4.7,30,M
Sports,0.36,79,43,8.5,20,E
Role-Playing,0.36,73,31,7.3,29,T
Fighting,0.36,81,30,8.5,37,T
Sports,0.36,49,18,5.3,16,E
Sports,0.35,81,28,7.1,47,E
Racing,0.35,61,60,5.4,575,T
Action,0.35,68,10,8.2,27,T
Platform,0.35,88,71,8.6,348,E
Simulation,0.35,70,35,8.2,20,E
Racing,0.35,63,15,8.9,23,E
Sports,0.35,81,38,6.8,110,E
Shooter,0.35,78,47,7.8,91,M
Sports,0.35,72,19,7.7,72,E
Action,0.35,84,39,7.1,422,M
Fighting,0.35,81,53,6.7,150,T
Fighting,0.35,93,30,9,48,T
Action,0.35,85,41,8.8,315,M
Action,0.35,49,6,6.2,5,E
Action,0.35,67,43,6.9,8,T
Action,0.35,79,24,7.3,430,M
Action,0.35,67,38,6,39,M
Action,0.35,81,39,7.2,139,T
Simulation,0.35,67,26,6.9,9,T
Sports,0.35,84,41,7.8,29,E
Sports,0.35,88,10,7.7,7,E
Platform,0.35,54,10,5.3,4,E
Shooter,0.35,80,73,8.6,178,T
Action,0.35,76,4,8.3,6,E10+
Platform,0.35,75,69,8.3,343,E10+
Role-Playing,0.35,78,26,8.1,52,E
Misc,0.35,70,17,7.5,20,E10+
Action,0.35,69,18,6.9,49,E10+
Fighting,0.35,75,7,8.3,4,T
Shooter,0.35,61,12,6.4,9,T
Role-Playing,0.35,67,46,7.4,139,T
Action,0.35,56,10,7,4,E10+
Simulation,0.35,85,16,7.7,22,T
Racing,0.35,62,4,7.8,8,E
Sports,0.35,81,30,5.1,11,E
Racing,0.35,74,19,7.4,11,E10+
Racing,0.35,67,33,6.1,8,E
Sports,0.35,83,17,6.7,7,E
Fighting,0.35,79,47,9.1,81,T
Sports,0.35,88,14,8.5,11,E
Simulation,0.35,78,22,5.2,5,T
Sports,0.35,81,26,6.8,79,E
Platform,0.35,70,13,6.6,16,E10+
Shooter,0.35,39,23,4.9,46,M
Racing,0.35,47,4,7.5,13,T
Racing,0.35,71,16,8.7,10,T
Sports,0.35,84,12,7.3,7,E
Shooter,0.35,77,54,7.3,79,T
Sports,0.35,76,15,7.5,6,E
Simulation,0.35,61,23,7.1,36,E10+
Sports,0.35,77,13,7.9,28,E
Sports,0.35,52,11,5.4,23,E
Action,0.34,80,41,6.6,132,E
Action,0.34,86,13,9,91,M
Shooter,0.34,79,50,8.1,795,M
Shooter,0.34,84,29,8.1,41,T
Action,0.34,84,27,7.7,314,M
Misc,0.34,80,69,6.2,160,T
Action,0.34,78,74,7.9,96,T
Role-Playing,0.34,90,47,8.9,634,M
Shooter,0.34,89,56,8.4,704,M
Role-Playing,0.34,83,56,8.1,169,M
Shooter,0.34,73,33,8.3,19,T
Racing,0.34,84,22,8.2,11,E
Role-Playing,0.34,68,60,7,158,T
Racing,0.34,66,16,6.6,9,E
Action,0.34,65,30,7.6,62,M
Shooter,0.34,90,33,8.8,127,T
Role-Playing,0.34,78,44,8.7,54,T
Simulation,0.34,81,28,7.3,20,T
Shooter,0.34,79,18,7.8,397,M
Sports,0.34,82,34,7.2,9,E
Misc,0.34,56,9,5.8,17,E
Simulation,0.34,81,25,9.6,116,E
Platform,0.34,64,11,6.5,19,E10+
Shooter,0.34,75,55,7.8,77,T
Action,0.34,94,53,9.3,439,M
Sports,0.34,93,22,8.4,17,T
Action,0.34,82,43,8.5,11,T
Shooter,0.34,61,55,7.2,20,T
Racing,0.34,50,5,5.3,6,E
Action,0.34,63,23,8,45,T
Shooter,0.34,76,30,8.7,30,T
Fighting,0.34,56,48,6.9,47,T
Racing,0.34,81,18,9.3,12,E
Platform,0.34,71,30,7.2,44,E
Shooter,0.34,88,18,9,65,T
Adventure,0.34,92,41,8.7,173,M
Platform,0.34,89,52,8.5,171,T
Action,0.34,70,12,5.9,48,E10+
Platform,0.34,50,5,7.6,16,E
Action,0.34,69,29,7.6,36,T
Strategy,0.34,76,47,8.3,70,T
Fighting,0.34,72,20,8.4,16,T
Adventure,0.34,70,4,8.1,12,E
Sports,0.34,66,22,3.9,37,E
Sports,0.34,66,15,7.1,14,E
Sports,0.34,73,23,7.4,14,E
Sports,0.34,75,16,7.9,11,E
Role-Playing,0.33,81,44,6.1,60,E10+
Racing,0.33,80,6,4.9,123,E10+
Role-Playing,0.33,73,51,8.6,209,E10+
Platform,0.33,87,43,8.4,238,E10+
Sports,0.33,81,34,8.7,23,E
Role-Playing,0.33,64,77,7.5,213,T
Action,0.33,80,5,6.8,12,E10+
Racing,0.33,87,62,7.9,131,E
Misc,0.33,86,60,8.7,102,E
Misc,0.33,74,46,7.1,30,T
Shooter,0.33,72,38,6.3,52,T
Shooter,0.33,95,52,8.8,5999,E10+
Shooter,0.33,51,48,4.9,278,M
Shooter,0.33,85,56,8.1,136,M
Role-Playing,0.33,85,45,5.9,3926,M
Action,0.33,82,6,8.8,37,E10+
Shooter,0.33,86,42,7.7,127,M
Fighting,0.33,78,13,8.1,21,T
Strategy,0.33,76,33,6.6,42,T
Misc,0.33,76,32,7.4,25,T
Action,0.33,68,5,7.7,25,E10+
Sports,0.33,84,22,6.8,60,E10+
Misc,0.33,75,5,6,7,E10+
Action,0.33,71,10,7.6,58,E10+
Simulation,0.33,69,27,6.3,18,E
Action,0.33,85,46,8.4,28,M
Shooter,0.33,75,18,6.3,203,M
Puzzle,0.33,72,19,5.8,4,E
Role-Playing,0.33,78,51,7.5,150,T
Adventure,0.33,70,8,5.6,5,E10+
Misc,0.33,62,4,5.5,4,E
Platform,0.33,76,6,7.7,6,E
Racing,0.33,77,6,8.3,12,E
Puzzle,0.33,86,48,8.4,37,E
Action,0.33,50,14,5.9,21,M
Action,0.33,85,27,8.6,15,E10+
Sports,0.33,92,13,8.5,17,E
Sports,0.33,88,15,8.6,7,E
Shooter,0.33,68,24,6.4,13,T
Sports,0.33,76,26,7.7,15,T
Shooter,0.33,73,37,7.6,82,T
Misc,0.33,66,12,4.3,6,E
Sports,0.33,81,32,9,21,E
Racing,0.33,71,7,8.5,8,E
Role-Playing,0.33,78,35,7.6,49,T
Platform,0.33,68,10,6.8,8,E
Role-Playing,0.33,81,19,7.5,14,T
Fighting,0.33,67,34,8.2,21,E10+
Sports,0.32,65,13,6.1,26,E
Fighting,0.32,72,27,8.4,61,T
Fighting,0.32,77,32,7.9,187,T
Shooter,0.32,70,60,5.7,174,M
Action,0.32,70,46,7,80,E10+
Role-Playing,0.32,71,64,5.7,2421,M
Sports,0.32,83,61,8.1,58,E
Fighting,0.32,64,17,7.9,31,T
Shooter,0.32,60,52,7.4,21,T
Racing,0.32,87,65,8.2,110,T
Role-Playing,0.32,72,56,7.2,150,T
Action,0.32,91,80,8.2,1217,M
Role-Playing,0.32,79,67,8.2,264,T
Action,0.32,42,27,6.2,45,T
Sports,0.32,61,21,7.9,9,E
Sports,0.32,74,13,8,27,E
Fighting,0.32,78,30,8.7,20,T
Platform,0.32,60,20,8.9,7,E10+
Racing,0.32,47,11,6,6,T
Role-Playing,0.32,77,48,8.8,43,T
Shooter,0.32,64,31,7.6,358,M
Platform,0.32,60,16,8,44,E
Platform,0.32,64,38,8,129,E
Racing,0.32,82,78,8.1,101,E10+
Role-Playing,0.32,81,58,8.7,101,T
Sports,0.32,72,18,5.7,75,T
Action,0.32,77,14,8.7,32,M
Role-Playing,0.32,79,14,9,77,M
Shooter,0.32,85,56,5.7,73,M
Action,0.32,82,8,4.9,62,E10+
Role-Playing,0.32,78,33,8.1,122,E10+
Racing,0.32,89,65,8.4,66,E10+
Shooter,0.32,72,42,7,15,T
Shooter,0.32,77,68,8,114,M
Role-Playing,0.32,77,14,7.9,30,E
Action,0.32,59,35,5.5,22,E
Shooter,0.32,82,76,8.1,82,M
Fighting,0.32,82,14,8.2,13,T
Misc,0.32,80,8,7.5,6,E
Sports,0.32,84,38,8.6,14,E
Sports,0.32,88,22,8.5,11,E
Sports,0.32,88,32,8.5,14,E
Shooter,0.32,84,41,8.2,25,T
Simulation,0.32,78,16,7.1,7,E
Platform,0.32,81,32,8.8,17,E
Action,0.32,69,20,6.3,13,E10+
Platform,0.32,69,47,8.5,55,E
Racing,0.32,80,21,8.3,13,E
Action,0.32,50,4,6,5,T
Racing,0.32,53,13,8.2,5,E
Shooter,0.32,75,52,6.7,80,M
Platform,0.32,56,4,2.7,6,E
Sports,0.32,79,8,6.8,16,E10+
Action,0.32,27,9,4.8,26,E10+
Sports,0.32,83,30,8.5,32,E
Role-Playing,0.32,86,30,8.5,1660,M
Sports,0.31,82,43,7.9,57,E
Sports,0.31,81,66,8.8,32,E
Platform,0.31,79,66,7.8,362,T
Racing,0.31,87,39,8.1,109,E
Role-Playing,0.31,66,62,5.9,552,T
Action,0.31,83,40,7.7,645,M
Action,0.31,65,9,8,11,E
Action,0.31,82,8,8,71,E10+
Role-Playing,0.31,72,31,8.3,25,E
Simulation,0.31,50,12,3.3,4,E
Role-Playing,0.31,68,8,7.1,11,E
Sports,0.31,63,30,6.3,26,T
Platform,0.31,58,24,7.2,13,T
Platform,0.31,63,25,5.7,12,E
Shooter,0.31,67,34,7,36,T
Sports,0.31,82,17,5.8,28,E
Fighting,0.31,32,38,4.6,23,T
Misc,0.31,72,13,7.6,45,E10+
Sports,0.31,60,28,3.6,306,E10+
Racing,0.31,60,38,7.5,13,E
Misc,0.31,74,17,7.7,6,T
Action,0.31,73,64,7.3,51,T
Puzzle,0.31,66,10,7.5,6,E
Platform,0.31,65,10,6.9,8,E
Action,0.31,59,23,6.6,10,T
Action,0.31,58,55,6.3,29,E10+
Action,0.31,70,64,7,260,M
Fighting,0.31,83,45,4.4,177,T
Racing,0.31,72,8,8.2,13,E
Simulation,0.31,84,17,6.9,20,T
Shooter,0.31,77,65,8,51,M
Sports,0.31,59,22,3.2,180,E10+
Fighting,0.31,81,20,8.7,43,M
Platform,0.31,71,16,8.2,9,E
Adventure,0.31,93,4,9,255,M
Sports,0.31,68,16,8.5,10,E
Action,0.31,57,24,6.7,6,E10+
Shooter,0.31,74,31,8.9,13,T
Platform,0.31,85,51,8.3,87,T
Action,0.31,62,15,8.3,19,E10+
Action,0.31,63,5,7.1,12,T
Action,0.31,67,5,7.6,10,E
Sports,0.31,75,17,7.8,6,E
Sports,0.3,78,42,6.7,76,E
Misc,0.3,65,38,6.8,135,E
Role-Playing,0.3,80,44,7.9,50,E10+
Sports,0.3,82,56,7.8,57,E
Fighting,0.3,69,50,7.7,598,T
Action,0.3,66,20,8,35,T
Adventure,0.3,52,47,6.7,18,M
Sports,0.3,63,4,7.6,7,E
Role-Playing,0.3,79,56,7.8,161,T
Action,0.3,82,78,8.5,397,M
Role-Playing,0.3,92,19,8.3,129,T
Simulation,0.3,52,29,3.3,31,T
Platform,0.3,76,10,8.9,55,E
Shooter,0.3,78,21,7.4,49,M
Action,0.3,77,28,6.7,82,T
Fighting,0.3,86,47,7.7,180,T
Adventure,0.3,79,61,8.1,372,M
Role-Playing,0.3,80,61,8.4,179,T
Sports,0.3,76,43,7.2,14,T
Platform,0.3,71,31,8,10,E
Sports,0.3,48,14,6.8,4,E
Racing,0.3,68,23,8.6,8,T
Action,0.3,74,69,7.8,112,T
Shooter,0.3,72,20,8.5,8,T
Action,0.3,70,29,6.9,13,E10+
Shooter,0.3,81,29,8.1,12,T
Fighting,0.3,51,24,7.8,29,M
Sports,0.3,60,53,5.1,144,E10+
Shooter,0.3,77,77,7.6,94,M
Action,0.3,44,14,7,8,T
Action,0.3,77,106,6.8,1659,M
Misc,0.3,81,21,5.1,69,T
Fighting,0.3,70,43,6.5,19,T
Action,0.3,82,72,7.8,295,T
Sports,0.3,80,15,8.6,16,E
Action,0.3,62,5,6.5,29,E10+
Fighting,0.3,85,62,8.8,85,T
Racing,0.3,51,16,4.6,14,T
Fighting,0.3,83,64,8.7,25,M
Action,0.3,78,71,6.2,82,T
Action,0.3,82,46,7.8,358,M
Sports,0.3,70,23,6.3,152,T
Fighting,0.3,85,76,8.2,223,M
Action,0.3,85,54,9,142,M
Action,0.3,41,25,4.1,14,E10+
Misc,0.3,71,6,7,58,E10+
Shooter,0.3,69,54,7.3,26,T
Shooter,0.3,75,71,7,139,M
Role-Playing,0.3,84,50,8.7,199,T
Platform,0.3,72,8,8,4,E
Simulation,0.3,66,11,7.5,4,E
Misc,0.3,69,30,6,9,T
Strategy,0.3,90,49,9,163,E
Shooter,0.3,70,19,7,21,M
Fighting,0.3,54,19,5.7,24,T
Sports,0.3,80,20,7.4,8,E
Simulation,0.3,71,17,8,15,T
Misc,0.3,87,51,8.6,105,E10+
Fighting,0.3,49,16,6.2,14,E10+
Action,0.3,60,17,5.9,11,E10+
Simulation,0.3,81,45,8.7,45,T
Action,0.3,69,48,6.3,108,M
Adventure,0.3,64,9,6.4,7,E
Action,0.3,62,16,7.6,7,E
Sports,0.3,83,14,8.4,12,E
Simulation,0.3,74,26,8.8,5,E10+
Sports,0.29,77,40,6.8,85,E
Role-Playing,0.29,84,15,8.4,204,T
Role-Playing,0.29,78,65,8.2,468,T
Fighting,0.29,85,47,7.4,67,T
Shooter,0.29,68,56,6.9,62,T
Sports,0.29,79,38,6.2,157,T
Shooter,0.29,72,43,7.1,73,T
Shooter,0.29,72,39,5.8,168,T
Sports,0.29,80,39,7.5,22,E
Shooter,0.29,94,68,8.5,7322,M
Action,0.29,54,11,7.5,26,T
Shooter,0.29,88,20,7.7,34,T
Action,0.29,71,16,7.3,20,E10+
Platform,0.29,50,32,6.3,6,E
Role-Playing,0.29,81,42,7,106,E10+
Racing,0.29,63,10,8.6,8,E
Shooter,0.29,87,24,8.6,94,M
Racing,0.29,62,8,8.1,8,E
Platform,0.29,81,26,9,20,E
Fighting,0.29,48,39,7.5,77,T
Shooter,0.29,62,48,6.1,65,T
Sports,0.29,56,25,5.7,63,T
Action,0.29,83,64,8.4,259,M
Action,0.29,85,42,8.9,141,T
Role-Playing,0.29,71,56,7.3,64,M
Role-Playing,0.29,89,15,9.1,37,T
Shooter,0.29,73,19,8.5,36,M
Sports,0.29,81,6,8.8,9,E
Fighting,0.29,70,16,7.7,67,T
Sports,0.29,77,47,5.6,39,E
Shooter,0.29,80,64,8.1,79,E10+
Fighting,0.29,83,32,7.5,23,T
Shooter,0.29,72,30,7.3,9,M
Sports,0.29,92,27,8.7,25,E
Action,0.29,82,53,8.7,102,M
Shooter,0.29,84,40,7.2,35,T
Sports,0.29,86,18,8.3,11,E
Sports,0.29,92,27,8.7,45,E
Action,0.29,67,22,7.3,8,E
Action,0.29,76,36,7.2,21,T
Platform,0.29,39,7,4.7,14,E
Sports,0.29,85,31,8.2,57,T
Role-Playing,0.29,65,31,8.1,27,T
Simulation,0.29,69,16,7.3,8,E
Action,0.29,58,42,5.3,21,T
Sports,0.29,88,25,7.7,41,E10+
Action,0.29,78,35,8.6,84,T
Sports,0.29,74,52,8.1,60,E
